scenario_id,design,method,seed,equal_budget_replications,policy_evaluation_budget,selected_idx,selected_alpha_on,selected_alpha_off,visited_policies,holdout_objective,exhaustive_holdout_objective,regret_vs_exhaustive,exact_match
V07,fresh_lhs,random_RS,4,497,24,2,7.742921714342159,7.742921714342159,24,2.650791406055,2.618495524956885,0.012333754551154747,0
V07,fresh_lhs,GP_BO,4,497,24,0,3.87146085717108,3.87146085717108,24,2.618495524956885,2.618495524956885,0.0,1
V08,fresh_lhs,diffusion_topk,0,508,25,0,3.238915399423914,3.238915399423914,25,1.665462629242532,1.665462629242532,0.0,1
V08,fresh_lhs,high_fidelity_local_search,0,508,25,13,16.19457699711957,12.955661597695656,25,1.6977757598500525,1.665462629242532,0.019401894728923882,0
V08,fresh_lhs,MIGR_H,0,508,25,0,3.238915399423914,3.238915399423914,34,1.665462629242532,1.665462629242532,0.0,1
V08,fresh_lhs,exhaustive,0,508,25,0,3.238915399423914,3.238915399423914,190,1.665462629242532,1.665462629242532,0.0,1
V08,fresh_lhs,random_RS,0,508,25,0,3.238915399423914,3.238915399423914,25,1.665462629242532,1.665462629242532,0.0,1
V08,fresh_lhs,GP_BO,0,508,25,0,3.238915399423914,3.238915399423914,25,1.665462629242532,1.665462629242532,0.0,1
V08,fresh_lhs,random_RS,1,508,25,6,12.955661597695656,3.238915399423914,25,1.6821854173022504,1.665462629242532,0.01004092662668988,0
V08,fresh_lhs,GP_BO,1,508,25,0,3.238915399423914,3.238915399423914,25,1.665462629242532,1.665462629242532,0.0,1
V08,fresh_lhs,random_RS,2,508,25,4,9.71674619827174,6.477830798847828,25,1.6924757784989386,1.665462629242532,0.016219606962116197,0
V08,fresh_lhs,GP_BO,2,508,25,0,3.238915399423914,3.238915399423914,25,1.665462629242532,1.665462629242532,0.0,1
V08,fresh_lhs,random_RS,3,508,25,6,12.955661597695656,3.238915399423914,25,1.6821854173022504,1.665462629242532,0.01004092662668988,0
V08,fresh_lhs,GP_BO,3,508,25,0,3.238915399423914,3.238915399423914,25,1.665462629242532,1.665462629242532,0.0,1
V08,fresh_lhs,random_RS,4,508,25,2,6.477830798847828,6.477830798847828,25,1.6796798561571342,1.665462629242532,0.008536503110290906,0
V08,fresh_lhs,GP_BO,4,508,25,0,3.238915399423914,3.238915399423914,25,1.665462629242532,1.665462629242532,0.0,1
V09,fresh_lhs,diffusion_topk,0,613,30,0,2.7282950176017664,2.7282950176017664,30,0.9833489793371976,0.9833489793371976,0.0,1
V09,fresh_lhs,high_fidelity_local_search,0,613,30,17,16.3697701056106,8.1848850528053,30,1.0361673603558463,0.9833489793371976,0.05371275318173383,0
V09,fresh_lhs,MIGR_H,0,613,30,1,5.456590035203533,2.7282950176017664,34,0.9819900511786518,0.9833489793371976,0.0,0
V09,fresh_lhs,exhaustive,0,613,30,0,2.7282950176017664,2.7282950176017664,190,0.9833489793371976,0.9833489793371976,0.0,1
V09,fresh_lhs,random_RS,0,613,30,0,2.7282950176017664,2.7282950176017664,30,0.9833489793371976,0.9833489793371976,0.0,1
V09,fresh_lhs,GP_BO,0,613,30,0,2.7282950176017664,2.7282950176017664,30,0.9833489793371976,0.9833489793371976,0.0,1
V09,fresh_lhs,random_RS,1,613,30,6,10.913180070407066,2.7282950176017664,30,0.9994677036351526,0.9833489793371976,0.016391662204011698,0
V09,fresh_lhs,GP_BO,1,613,30,0,2.7282950176017664,2.7282950176017664,30,0.9833489793371976,0.9833489793371976,0.0,1
V09,fresh_lhs,random_RS,2,613,30,4,8.1848850528053,5.456590035203533,30,1.0034828644823444,0.9833489793371976,0.020474811657116437,0
V09,fresh_lhs,GP_BO,2,613,30,0,2.7282950176017664,2.7282950176017664,30,0.9833489793371976,0.9833489793371976,0.0,1
V09,fresh_lhs,random_RS,3,613,30,6,10.913180070407066,2.7282950176017664,30,0.9994677036351526,0.9833489793371976,0.016391662204011698,0
V09,fresh_lhs,GP_BO,3,613,30,0,2.7282950176017664,2.7282950176017664,30,0.9833489793371976,0.9833489793371976,0.0,1
V09,fresh_lhs,random_RS,4,613,30,2,5.456590035203533,5.456590035203533,30,0.9962223282733588,0.9833489793371976,0.013091332992319958,0
V09,fresh_lhs,GP_BO,4,613,30,0,2.7282950176017664,2.7282950176017664,30,0.9833489793371976,0.9833489793371976,0.0,1
V10,fresh_lhs,diffusion_topk,0,896,44,0,1.8490482228312424,1.8490482228312424,44,0.4592591005063917,0.4592591005063917,0.0,1
V10,fresh_lhs,high_fidelity_local_search,0,896,44,0,1.8490482228312424,1.8490482228312424,44,0.4592591005063917,0.4592591005063917,0.0,1
V10,fresh_lhs,MIGR_H,0,896,44,0,1.8490482228312424,1.8490482228312424,32,0.4592591005063917,0.4592591005063917,0.0,1
V10,fresh_lhs,exhaustive,0,896,44,0,1.8490482228312424,1.8490482228312424,190,0.4592591005063917,0.4592591005063917,0.0,1
V10,fresh_lhs,random_RS,0,896,44,0,1.8490482228312424,1.8490482228312424,44,0.4592591005063917,0.4592591005063917,0.0,1
V10,fresh_lhs,GP_BO,0,896,44,0,1.8490482228312424,1.8490482228312424,44,0.4592591005063917,0.4592591005063917,0.0,1
V10,fresh_lhs,random_RS,1,896,44,0,1.8490482228312424,1.8490482228312424,44,0.4592591005063917,0.4592591005063917,0.0,1
V10,fresh_lhs,GP_BO,1,896,44,0,1.8490482228312424,1.8490482228312424,44,0.4592591005063917,0.4592591005063917,0.0,1
V10,fresh_lhs,random_RS,2,896,44,4,5.5471446684937264,3.698096445662484,44,0.4860353107454431,0.4592591005063917,0.05830305857745057,0
V10,fresh_lhs,GP_BO,2,896,44,0,1.8490482228312424,1.8490482228312424,44,0.4592591005063917,0.4592591005063917,0.0,1
V10,fresh_lhs,random_RS,3,896,44,6,7.396192891324969,1.8490482228312424,44,0.4776449473021521,0.4592591005063917,0.04003371250670417,0
V10,fresh_lhs,GP_BO,3,896,44,0,1.8490482228312424,1.8490482228312424,44,0.4592591005063917,0.4592591005063917,0.0,1
V10,fresh_lhs,random_RS,4,896,44,2,3.698096445662484,3.698096445662484,44,0.4685940758474561,0.4592591005063917,0.020326163010752366,0
V10,fresh_lhs,GP_BO,4,896,44,0,1.8490482228312424,1.8490482228312424,44,0.4592591005063917,0.4592591005063917,0.0,1
V11,fresh_lhs,diffusion_topk,0,1008,50,1,7.281549506340781,3.6407747531703913,50,1.42848810520277,1.42848810520277,0.0,1
V11,fresh_lhs,high_fidelity_local_search,0,1008,50,1,7.281549506340781,3.6407747531703913,50,1.42848810520277,1.42848810520277,0.0,1
V11,fresh_lhs,MIGR_H,0,1008,50,1,7.281549506340781,3.6407747531703913,36,1.42848810520277,1.42848810520277,0.0,1
V11,fresh_lhs,exhaustive,0,1008,50,1,7.281549506340781,3.6407747531703913,190,1.42848810520277,1.42848810520277,0.0,1
V11,fresh_lhs,random_RS,0,1008,50,0,3.6407747531703913,3.6407747531703913,50,1.403482315700484,1.42848810520277,0.0,0
V11,fresh_lhs,GP_BO,0,1008,50,1,7.281549506340781,3.6407747531703913,50,1.42848810520277,1.42848810520277,0.0,1
V11,fresh_lhs,random_RS,1,1008,50,0,3.6407747531703913,3.6407747531703913,50,1.403482315700484,1.42848810520277,0.0,0
V11,fresh_lhs,GP_BO,1,1008,50,1,7.281549506340781,3.6407747531703913,50,1.42848810520277,1.42848810520277,0.0,1
V11,fresh_lhs,random_RS,2,1008,50,4,10.922324259511171,7.281549506340781,50,1.4403279727916591,1.42848810520277,0.008288390743868652,0
V11,fresh_lhs,GP_BO,2,1008,50,1,7.281549506340781,3.6407747531703913,50,1.42848810520277,1.42848810520277,0.0,1
V11,fresh_lhs,random_RS,3,1008,50,1,7.281549506340781,3.6407747531703913,50,1.42848810520277,1.42848810520277,0.0,1
V11,fresh_lhs,GP_BO,3,1008,50,1,7.281549506340781,3.6407747531703913,50,1.42848810520277,1.42848810520277,0.0,1
V11,fresh_lhs,random_RS,4,1008,50,10,18.203873765851952,3.6407747531703913,50,1.464668389379813,1.42848810520277,0.025327676195040626,0
V11,fresh_lhs,GP_BO,4,1008,50,1,7.281549506340781,3.6407747531703913,50,1.42848810520277,1.42848810520277,0.0,1
V12,fresh_lhs,diffusion_topk,0,599,29,3,7.498914026518404,2.4996380088394683,29,1.165852286502597,1.165852286502597,0.0,1
V12,fresh_lhs,high_fidelity_local_search,0,599,29,20,14.997828053036809,14.997828053036809,29,1.1841226046219369,1.165852286502597,0.015671211808614544,0
V12,fresh_lhs,MIGR_H,0,599,29,3,7.498914026518404,2.4996380088394683,36,1.165852286502597,1.165852286502597,0.0,1
V12,fresh_lhs,exhaustive,0,599,29,3,7.498914026518404,2.4996380088394683,190,1.165852286502597,1.165852286502597,0.0,1
V12,fresh_lhs,random_RS,0,599,29,0,2.4996380088394683,2.4996380088394683,29,1.1616239722225237,1.165852286502597,0.0,0
V12,fresh_lhs,GP_BO,0,599,29,3,7.498914026518404,2.4996380088394683,29,1.165852286502597,1.165852286502597,0.0,1
V12,fresh_lhs,random_RS,1,599,29,6,9.998552035357871,2.4996380088394683,29,1.166166622068341,1.165852286502597,0.000269618689591433,0
V12,fresh_lhs,GP_BO,1,599,29,3,7.498914026518404,2.4996380088394683,29,1.165852286502597,1.165852286502597,0.0,1
V12,fresh_lhs,random_RS,2,599,29,4,7.498914026518404,4.999276017678936,29,1.1654742660548392,1.165852286502597,0.0,0
V12,fresh_lhs,GP_BO,2,599,29,3,7.498914026518404,2.4996380088394683,29,1.165852286502597,1.165852286502597,0.0,1
V12,fresh_lhs,random_RS,3,599,29,6,9.998552035357871,2.4996380088394683,29,1.166166622068341,1.165852286502597,0.000269618689591433,0
V12,fresh_lhs,GP_BO,3,599,29,3,7.498914026518404,2.4996380088394683,29,1.165852286502597,1.165852286502597,0.0,1
V12,fresh_lhs,random_RS,4,599,29,2,4.999276017678936,4.999276017678936,29,1.1583408353840112,1.165852286502597,0.0,0
V12,fresh_lhs,GP_BO,4,599,29,3,7.498914026518404,2.4996380088394683,29,1.165852286502597,1.165852286502597,0.0,1
