scenario_id,seed,selected_idx,exhaustive_idx,holdout_objective,reference_objective,regret,exact
I49,2,0,0,0.8952469536167668,0.8952469536167668,0.0,1
I49,3,0,0,0.8952469536167668,0.8952469536167668,0.0,1
I49,4,0,0,0.8952469536167668,0.8952469536167668,0.0,1
I50,0,0,0,1.3304745586989888,1.3304745586989888,0.0,1
I50,1,0,0,1.3304745586989888,1.3304745586989888,0.0,1
I50,2,0,0,1.3304745586989888,1.3304745586989888,0.0,1
I50,3,0,0,1.3304745586989888,1.3304745586989888,0.0,1
I50,4,0,0,1.3304745586989888,1.3304745586989888,0.0,1
I51,0,0,0,0.428926997492578,0.428926997492578,0.0,1
I51,1,0,0,0.428926997492578,0.428926997492578,0.0,1
I51,2,0,0,0.428926997492578,0.428926997492578,0.0,1
I51,3,0,0,0.428926997492578,0.428926997492578,0.0,1
I51,4,0,0,0.428926997492578,0.428926997492578,0.0,1
I52,0,0,0,0.5042717831032797,0.5042717831032797,0.0,1
I52,1,0,0,0.5042717831032797,0.5042717831032797,0.0,1
I52,2,0,0,0.5042717831032797,0.5042717831032797,0.0,1
I52,3,0,0,0.5042717831032797,0.5042717831032797,0.0,1
I52,4,0,0,0.5042717831032797,0.5042717831032797,0.0,1
I53,0,1,1,0.458707002146517,0.458707002146517,0.0,1
I53,1,1,1,0.458707002146517,0.458707002146517,0.0,1
I53,2,1,1,0.458707002146517,0.458707002146517,0.0,1
I53,3,1,1,0.458707002146517,0.458707002146517,0.0,1
I53,4,1,1,0.458707002146517,0.458707002146517,0.0,1
I54,0,0,0,0.5635384650576,0.5635384650576,0.0,1
I54,1,0,0,0.5635384650576,0.5635384650576,0.0,1
I54,2,0,0,0.5635384650576,0.5635384650576,0.0,1
I54,3,0,0,0.5635384650576,0.5635384650576,0.0,1
I54,4,0,0,0.5635384650576,0.5635384650576,0.0,1
I55,0,0,0,1.9877449237084988,1.9877449237084988,0.0,1
I55,1,0,0,1.9877449237084988,1.9877449237084988,0.0,1
I55,2,0,0,1.9877449237084988,1.9877449237084988,0.0,1
I55,3,0,0,1.9877449237084988,1.9877449237084988,0.0,1
I55,4,0,0,1.9877449237084988,1.9877449237084988,0.0,1
I56,0,0,0,0.8343063367665826,0.8343063367665826,0.0,1
I56,1,0,0,0.8343063367665826,0.8343063367665826,0.0,1
I56,2,0,0,0.8343063367665826,0.8343063367665826,0.0,1
I56,3,0,0,0.8343063367665826,0.8343063367665826,0.0,1
I56,4,0,0,0.8343063367665826,0.8343063367665826,0.0,1
I57,0,0,0,1.7514470028010818,1.7514470028010818,0.0,1
I57,1,0,0,1.7514470028010818,1.7514470028010818,0.0,1
I57,2,0,0,1.7514470028010818,1.7514470028010818,0.0,1
I57,3,0,0,1.7514470028010818,1.7514470028010818,0.0,1
I57,4,0,0,1.7514470028010818,1.7514470028010818,0.0,1
I58,0,1,1,0.8122995188520175,0.8122995188520175,0.0,1
I58,1,1,1,0.8122995188520175,0.8122995188520175,0.0,1
I58,2,1,1,0.8122995188520175,0.8122995188520175,0.0,1
I58,3,1,1,0.8122995188520175,0.8122995188520175,0.0,1
I58,4,1,1,0.8122995188520175,0.8122995188520175,0.0,1
I59,0,0,0,2.060819047437468,2.060819047437468,0.0,1
I59,1,0,0,2.060819047437468,2.060819047437468,0.0,1
I59,2,0,0,2.060819047437468,2.060819047437468,0.0,1
I59,3,0,0,2.060819047437468,2.060819047437468,0.0,1
I59,4,0,0,2.060819047437468,2.060819047437468,0.0,1
