scenario_id,budget,seed,method,selected_idx,regret_vs_exhaustive_training_workflow,exact_training_policy_recovery
V08,12,3,DR_BGS,0,0.0,1
V08,12,4,standard_GP,0,0.0,1
V08,12,4,guarded_GP,0,0.0,1
V08,12,4,residual_GP,0,0.0,1
V08,12,4,DR_BGS,0,0.0,1
V08,20,0,standard_GP,0,0.0,1
V08,20,0,guarded_GP,0,0.0,1
V08,20,0,residual_GP,0,0.0,1
V08,20,0,DR_BGS,0,0.0,1
V08,20,1,standard_GP,0,0.0,1
V08,20,1,guarded_GP,0,0.0,1
V08,20,1,residual_GP,0,0.0,1
V08,20,1,DR_BGS,0,0.0,1
V08,20,2,standard_GP,0,0.0,1
V08,20,2,guarded_GP,0,0.0,1
V08,20,2,residual_GP,0,0.0,1
V08,20,2,DR_BGS,0,0.0,1
V08,20,3,standard_GP,0,0.0,1
V08,20,3,guarded_GP,0,0.0,1
V08,20,3,residual_GP,0,0.0,1
V08,20,3,DR_BGS,0,0.0,1
V08,20,4,standard_GP,0,0.0,1
V08,20,4,guarded_GP,0,0.0,1
V08,20,4,residual_GP,0,0.0,1
V08,20,4,DR_BGS,0,0.0,1
V09,12,0,standard_GP,0,0.0,1
V09,12,0,guarded_GP,0,0.0,1
V09,12,0,residual_GP,0,0.0,1
V09,12,0,DR_BGS,0,0.0,1
V09,12,1,standard_GP,0,0.0,1
V09,12,1,guarded_GP,0,0.0,1
V09,12,1,residual_GP,0,0.0,1
V09,12,1,DR_BGS,0,0.0,1
V09,12,2,standard_GP,0,0.0,1
V09,12,2,guarded_GP,0,0.0,1
V09,12,2,residual_GP,0,0.0,1
V09,12,2,DR_BGS,0,0.0,1
V09,12,3,standard_GP,0,0.0,1
V09,12,3,guarded_GP,0,0.0,1
V09,12,3,residual_GP,0,0.0,1
V09,12,3,DR_BGS,0,0.0,1
V09,12,4,standard_GP,0,0.0,1
V09,12,4,guarded_GP,0,0.0,1
V09,12,4,residual_GP,0,0.0,1
V09,12,4,DR_BGS,0,0.0,1
V09,20,0,standard_GP,0,0.0,1
V09,20,0,guarded_GP,0,0.0,1
V09,20,0,residual_GP,0,0.0,1
V09,20,0,DR_BGS,0,0.0,1
V09,20,1,standard_GP,0,0.0,1
V09,20,1,guarded_GP,0,0.0,1
V09,20,1,residual_GP,0,0.0,1
V09,20,1,DR_BGS,0,0.0,1
V09,20,2,standard_GP,0,0.0,1
V09,20,2,guarded_GP,0,0.0,1
V09,20,2,residual_GP,0,0.0,1
V09,20,2,DR_BGS,0,0.0,1
V09,20,3,standard_GP,0,0.0,1
V09,20,3,guarded_GP,0,0.0,1
V09,20,3,residual_GP,0,0.0,1
V09,20,3,DR_BGS,0,0.0,1
V09,20,4,standard_GP,0,0.0,1
V09,20,4,guarded_GP,0,0.0,1
V09,20,4,residual_GP,0,0.0,1
V09,20,4,DR_BGS,0,0.0,1
V10,12,0,standard_GP,0,0.0,1
V10,12,0,guarded_GP,0,0.0,1
V10,12,0,residual_GP,0,0.0,1
V10,12,0,DR_BGS,0,0.0,1
V10,12,1,standard_GP,0,0.0,1
V10,12,1,guarded_GP,0,0.0,1
V10,12,1,residual_GP,0,0.0,1
V10,12,1,DR_BGS,0,0.0,1
V10,12,2,standard_GP,0,0.0,1
V10,12,2,guarded_GP,0,0.0,1
V10,12,2,residual_GP,0,0.0,1
V10,12,2,DR_BGS,0,0.0,1
V10,12,3,standard_GP,0,0.0,1
V10,12,3,guarded_GP,0,0.0,1
V10,12,3,residual_GP,0,0.0,1
V10,12,3,DR_BGS,0,0.0,1
V10,12,4,standard_GP,0,0.0,1
V10,12,4,guarded_GP,0,0.0,1
V10,12,4,residual_GP,0,0.0,1
V10,12,4,DR_BGS,0,0.0,1
V10,20,0,standard_GP,0,0.0,1
V10,20,0,guarded_GP,0,0.0,1
V10,20,0,residual_GP,0,0.0,1
V10,20,0,DR_BGS,0,0.0,1
V10,20,1,standard_GP,0,0.0,1
V10,20,1,guarded_GP,0,0.0,1
V10,20,1,residual_GP,0,0.0,1
V10,20,1,DR_BGS,0,0.0,1
V10,20,2,standard_GP,0,0.0,1
V10,20,2,guarded_GP,0,0.0,1
V10,20,2,residual_GP,0,0.0,1
V10,20,2,DR_BGS,0,0.0,1
V10,20,3,standard_GP,0,0.0,1
V10,20,3,guarded_GP,0,0.0,1
V10,20,3,residual_GP,0,0.0,1
V10,20,3,DR_BGS,0,0.0,1
V10,20,4,standard_GP,0,0.0,1
V10,20,4,guarded_GP,0,0.0,1
V10,20,4,residual_GP,0,0.0,1
V10,20,4,DR_BGS,0,0.0,1
V11,12,0,standard_GP,0,0.0,0
V11,12,0,guarded_GP,1,0.0,1
V11,12,0,residual_GP,1,0.0,1
V11,12,0,DR_BGS,1,0.0,1
V11,12,1,standard_GP,0,0.0,0
V11,12,1,guarded_GP,1,0.0,1
V11,12,1,residual_GP,1,0.0,1
V11,12,1,DR_BGS,1,0.0,1
V11,12,2,standard_GP,0,0.0,0
V11,12,2,guarded_GP,1,0.0,1
V11,12,2,residual_GP,1,0.0,1
V11,12,2,DR_BGS,1,0.0,1
V11,12,3,standard_GP,0,0.0,0
V11,12,3,guarded_GP,1,0.0,1
V11,12,3,residual_GP,1,0.0,1
V11,12,3,DR_BGS,1,0.0,1
V11,12,4,standard_GP,0,0.0,0
V11,12,4,guarded_GP,1,0.0,1
V11,12,4,residual_GP,1,0.0,1
V11,12,4,DR_BGS,1,0.0,1
V11,20,0,standard_GP,0,0.0,0
V11,20,0,guarded_GP,1,0.0,1
V11,20,0,residual_GP,1,0.0,1
V11,20,0,DR_BGS,1,0.0,1
V11,20,1,standard_GP,3,0.0,0
V11,20,1,guarded_GP,1,0.0,1
V11,20,1,residual_GP,1,0.0,1
V11,20,1,DR_BGS,1,0.0,1
V11,20,2,standard_GP,1,0.0,1
V11,20,2,guarded_GP,1,0.0,1
V11,20,2,residual_GP,1,0.0,1
V11,20,2,DR_BGS,1,0.0,1
V11,20,3,standard_GP,3,0.0,0
V11,20,3,guarded_GP,1,0.0,1
V11,20,3,residual_GP,1,0.0,1
V11,20,3,DR_BGS,1,0.0,1
V11,20,4,standard_GP,3,0.0,0
V11,20,4,guarded_GP,1,0.0,1
V11,20,4,residual_GP,1,0.0,1
V11,20,4,DR_BGS,1,0.0,1
V12,12,0,standard_GP,0,0.0,0
V12,12,0,guarded_GP,3,0.0,1
V12,12,0,residual_GP,3,0.0,1
V12,12,0,DR_BGS,3,0.0,1
V12,12,1,standard_GP,0,0.0,0
V12,12,1,guarded_GP,3,0.0,1
V12,12,1,residual_GP,3,0.0,1
V12,12,1,DR_BGS,3,0.0,1
V12,12,2,standard_GP,0,0.0,0
V12,12,2,guarded_GP,3,0.0,1
V12,12,2,residual_GP,3,0.0,1
V12,12,2,DR_BGS,3,0.0,1
V12,12,3,standard_GP,0,0.0,0
V12,12,3,guarded_GP,3,0.0,1
V12,12,3,residual_GP,3,0.0,1
V12,12,3,DR_BGS,3,0.0,1
V12,12,4,standard_GP,0,0.0,0
V12,12,4,guarded_GP,3,0.0,1
V12,12,4,residual_GP,3,0.0,1
V12,12,4,DR_BGS,3,0.0,1
V12,20,0,standard_GP,0,0.0,0
V12,20,0,guarded_GP,3,0.0,1
V12,20,0,residual_GP,3,0.0,1
V12,20,0,DR_BGS,3,0.0,1
V12,20,1,standard_GP,3,0.0,1
V12,20,1,guarded_GP,3,0.0,1
V12,20,1,residual_GP,3,0.0,1
V12,20,1,DR_BGS,3,0.0,1
V12,20,2,standard_GP,3,0.0,1
V12,20,2,guarded_GP,3,0.0,1
V12,20,2,residual_GP,3,0.0,1
V12,20,2,DR_BGS,3,0.0,1
V12,20,3,standard_GP,3,0.0,1
V12,20,3,guarded_GP,3,0.0,1
V12,20,3,residual_GP,3,0.0,1
V12,20,3,DR_BGS,3,0.0,1
V12,20,4,standard_GP,3,0.0,1
V12,20,4,guarded_GP,3,0.0,1
V12,20,4,residual_GP,3,0.0,1
V12,20,4,DR_BGS,3,0.0,1
