scenario_id,rho,qH,tau,method,init_index,selected_idx,alpha_on,alpha_off,n,viol_H,viol_L,upper_H,upper_L,certified,mean_B_H,mean_B_L,mean_W,mean_cloud_fraction,mean_op_cost,p95_B_H,p95_B_L
R15H07,0.9,0.2,0.5,Guarded-GP,4,1,4.0,2.0,150,141,83,0.972200022205544,0.6344526531092491,0,0.0937353431643965,0.06554576329922893,0.24481420176439664,0.5861205720305166,0.6228427022951759,0.2139245585874799,0.15796511122697254
R15H08,0.9,0.2,2.0,Exhaustive-training,-1,3,6.0,2.0,150,150,147,1.0,0.9958563747187794,0,0.20015683385825195,0.19208613121069062,0.3732881233108943,0.3472181680330377,0.4032113865296718,0.35454844006568137,0.3554480289922008
R15H08,0.9,0.2,2.0,DR-BGS,0,3,6.0,2.0,150,150,147,1.0,0.9958563747187794,0,0.20015683385825195,0.19208613121069062,0.3732881233108943,0.3472181680330377,0.4032113865296718,0.35454844006568137,0.3554480289922008
R15H08,0.9,0.2,2.0,DR-BGS,1,3,6.0,2.0,150,150,147,1.0,0.9958563747187794,0,0.20015683385825195,0.19208613121069062,0.3732881233108943,0.3472181680330377,0.4032113865296718,0.35454844006568137,0.3554480289922008
R15H08,0.9,0.2,2.0,DR-BGS,2,3,6.0,2.0,150,150,147,1.0,0.9958563747187794,0,0.20015683385825195,0.19208613121069062,0.3732881233108943,0.3472181680330377,0.4032113865296718,0.35454844006568137,0.3554480289922008
R15H08,0.9,0.2,2.0,DR-BGS,3,3,6.0,2.0,150,150,147,1.0,0.9958563747187794,0,0.20015683385825195,0.19208613121069062,0.3732881233108943,0.3472181680330377,0.4032113865296718,0.35454844006568137,0.3554480289922008
R15H08,0.9,0.2,2.0,DR-BGS,4,3,6.0,2.0,150,150,147,1.0,0.9958563747187794,0,0.20015683385825195,0.19208613121069062,0.3732881233108943,0.3472181680330377,0.4032113865296718,0.35454844006568137,0.3554480289922008
R15H08,0.9,0.2,2.0,Guarded-GP,0,45,20.0,2.0,150,150,149,1.0,0.99983122885689,0,0.21958331565893796,0.20422551269326467,0.3881960111526864,0.31047023368520477,0.3686996353581077,0.39917134456027786,0.34612190666002324
R15H08,0.9,0.2,2.0,Guarded-GP,1,45,20.0,2.0,150,150,149,1.0,0.99983122885689,0,0.21958331565893796,0.20422551269326467,0.3881960111526864,0.31047023368520477,0.3686996353581077,0.39917134456027786,0.34612190666002324
R15H08,0.9,0.2,2.0,Guarded-GP,2,45,20.0,2.0,150,150,149,1.0,0.99983122885689,0,0.21958331565893796,0.20422551269326467,0.3881960111526864,0.31047023368520477,0.3686996353581077,0.39917134456027786,0.34612190666002324
R15H08,0.9,0.2,2.0,Guarded-GP,3,45,20.0,2.0,150,150,149,1.0,0.99983122885689,0,0.21958331565893796,0.20422551269326467,0.3881960111526864,0.31047023368520477,0.3686996353581077,0.39917134456027786,0.34612190666002324
R15H08,0.9,0.2,2.0,Guarded-GP,4,45,20.0,2.0,150,150,149,1.0,0.99983122885689,0,0.21958331565893796,0.20422551269326467,0.3881960111526864,0.31047023368520477,0.3686996353581077,0.39917134456027786,0.34612190666002324
R15H09,0.9,0.5,0.5,Exhaustive-training,-1,2,4.0,4.0,150,148,55,0.9983811729701603,0.4491502447105225,0,0.1496321819591778,0.04437236134121898,0.32336239851255766,0.6879873846275384,0.736491744404422,0.2935157790927019,0.11778635778635774
R15H09,0.9,0.5,0.5,DR-BGS,0,2,4.0,4.0,150,148,55,0.9983811729701603,0.4491502447105225,0,0.1496321819591778,0.04437236134121898,0.32336239851255766,0.6879873846275384,0.736491744404422,0.2935157790927019,0.11778635778635774
R15H09,0.9,0.5,0.5,DR-BGS,1,2,4.0,4.0,150,148,55,0.9983811729701603,0.4491502447105225,0,0.1496321819591778,0.04437236134121898,0.32336239851255766,0.6879873846275384,0.736491744404422,0.2935157790927019,0.11778635778635774
R15H09,0.9,0.5,0.5,DR-BGS,2,2,4.0,4.0,150,148,55,0.9983811729701603,0.4491502447105225,0,0.1496321819591778,0.04437236134121898,0.32336239851255766,0.6879873846275384,0.736491744404422,0.2935157790927019,0.11778635778635774
R15H09,0.9,0.5,0.5,DR-BGS,3,2,4.0,4.0,150,148,55,0.9983811729701603,0.4491502447105225,0,0.1496321819591778,0.04437236134121898,0.32336239851255766,0.6879873846275384,0.736491744404422,0.2935157790927019,0.11778635778635774
R15H09,0.9,0.5,0.5,DR-BGS,4,2,4.0,4.0,150,148,55,0.9983811729701603,0.4491502447105225,0,0.1496321819591778,0.04437236134121898,0.32336239851255766,0.6879873846275384,0.736491744404422,0.2935157790927019,0.11778635778635774
R15H09,0.9,0.5,0.5,Guarded-GP,0,2,4.0,4.0,150,148,55,0.9983811729701603,0.4491502447105225,0,0.1496321819591778,0.04437236134121898,0.32336239851255766,0.6879873846275384,0.736491744404422,0.2935157790927019,0.11778635778635774
R15H09,0.9,0.5,0.5,Guarded-GP,1,5,6.0,6.0,150,148,57,0.9983811729701603,0.462763112054715,0,0.14784201043598805,0.04612835669038642,0.31967735153405347,0.6754993138315041,0.7234509165616122,0.30637616459627326,0.12907228421091896
R15H09,0.9,0.5,0.5,Guarded-GP,2,2,4.0,4.0,150,148,55,0.9983811729701603,0.4491502447105225,0,0.1496321819591778,0.04437236134121898,0.32336239851255766,0.6879873846275384,0.736491744404422,0.2935157790927019,0.11778635778635774
R15H09,0.9,0.5,0.5,Guarded-GP,3,9,8.0,8.0,150,149,69,0.99983122885689,0.5431960267478911,0,0.1548943566414313,0.053975922150912584,0.3325805455792199,0.6543107779997452,0.7041978598366282,0.3164533196791259,0.14331089983263895
R15H09,0.9,0.5,0.5,Guarded-GP,4,2,4.0,4.0,150,148,55,0.9983811729701603,0.4491502447105225,0,0.1496321819591778,0.04437236134121898,0.32336239851255766,0.6879873846275384,0.736491744404422,0.2935157790927019,0.11778635778635774
R15H10,0.9,0.5,2.0,Exhaustive-training,-1,21,14.0,2.0,150,150,124,1.0,0.8835378266393749,0,0.22291648646346582,0.14991199630964314,0.3983723903614882,0.4772213221227344,0.5369771806769577,0.36010426540284357,0.3118963524274338
R15H10,0.9,0.5,2.0,DR-BGS,0,21,14.0,2.0,150,150,124,1.0,0.8835378266393749,0,0.22291648646346582,0.14991199630964314,0.3983723903614882,0.4772213221227344,0.5369771806769577,0.36010426540284357,0.3118963524274338
R15H10,0.9,0.5,2.0,DR-BGS,1,21,14.0,2.0,150,150,124,1.0,0.8835378266393749,0,0.22291648646346582,0.14991199630964314,0.3983723903614882,0.4772213221227344,0.5369771806769577,0.36010426540284357,0.3118963524274338
R15H10,0.9,0.5,2.0,DR-BGS,2,21,14.0,2.0,150,150,124,1.0,0.8835378266393749,0,0.22291648646346582,0.14991199630964314,0.3983723903614882,0.4772213221227344,0.5369771806769577,0.36010426540284357,0.3118963524274338
R15H10,0.9,0.5,2.0,DR-BGS,3,21,14.0,2.0,150,150,124,1.0,0.8835378266393749,0,0.22291648646346582,0.14991199630964314,0.3983723903614882,0.4772213221227344,0.5369771806769577,0.36010426540284357,0.3118963524274338
R15H10,0.9,0.5,2.0,DR-BGS,4,21,14.0,2.0,150,150,124,1.0,0.8835378266393749,0,0.22291648646346582,0.14991199630964314,0.3983723903614882,0.4772213221227344,0.5369771806769577,0.36010426540284357,0.3118963524274338
R15H10,0.9,0.5,2.0,Guarded-GP,0,21,14.0,2.0,150,150,124,1.0,0.8835378266393749,0,0.22291648646346582,0.14991199630964314,0.3983723903614882,0.4772213221227344,0.5369771806769577,0.36010426540284357,0.3118963524274338
R15H10,0.9,0.5,2.0,Guarded-GP,1,21,14.0,2.0,150,150,124,1.0,0.8835378266393749,0,0.22291648646346582,0.14991199630964314,0.3983723903614882,0.4772213221227344,0.5369771806769577,0.36010426540284357,0.3118963524274338
R15H10,0.9,0.5,2.0,Guarded-GP,2,21,14.0,2.0,150,150,124,1.0,0.8835378266393749,0,0.22291648646346582,0.14991199630964314,0.3983723903614882,0.4772213221227344,0.5369771806769577,0.36010426540284357,0.3118963524274338
